1.0
 
[-7.49211277e-03 -1.99964265e+01],[ 3.66845449e-03 -1.99964766e+01],[ -0.02985403 -19.9912195 ]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
[0.34992521 0.02929619],[0.75003662 0.06054566],[0.663556   0.07421659]
