1.0
 
[-9.12466475e-03 -1.99955236e+01],[ 4.50616031e-03 -1.99955739e+01],[ -0.03685552 -19.9889949 ]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
[0.34990889 0.02929377],[0.75004499 0.06054324],[0.66343693 0.07421726]
