1.0
 
[-8.37121674e-03 -1.99959403e+01],[ 4.11945306e-03 -1.99959905e+01],[ -0.0336242  -19.99002161]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
[0.34991642 0.02929639],[0.75004113 0.06054586],[0.66349189 0.07421722]
