1.0
 
[-7.36652894e-03 -1.99964960e+01],[ 3.6040136e-03 -1.9996546e+01],[ -0.0293154  -19.99139064]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
[0.34992647 0.02929616],[0.75003597 0.06054563],[0.66356516 0.0742182 ]
